x0	M1	x1	P1	x2	M2	x3	T1	x4	M3	x5	P2	x6	M4	x7	T2	x8	M5	x9	P3	x10	M6	x11	T3	x12	M7	x13	P4	x14	M8	x15	T4	x16	M9	
-4.923540e-01 	 -8.638880e-01 	-5.074240e-01 	 -7.968470e-01 	-4.923540e-01 	 -1.273760e+00 	-4.772810e-01 	 -1.551010e+00 	-4.923540e-01 	 -1.380640e+00 	-5.074240e-01 	 -9.803970e-01 	-4.923540e-01 	 -1.355900e+00 	-4.772810e-01 	 -1.430070e+00 	-4.923540e-01 	 -1.356720e+00 	-5.074240e-01 	 -9.817320e-01 	-4.923540e-01 	 -1.384600e+00 	-4.772810e-01 	 -1.559670e+00 	-4.923540e-01 	 -1.277670e+00 	-5.074240e-01 	 -7.878830e-01 	-4.923540e-01 	 -8.638950e-01 	-4.772810e-01 	 -7.531030e-01 	-4.923540e-01 	 -8.638880e-01 	 
-4.914230e-01 	 -8.671460e-01 	-5.065020e-01 	 -8.250480e-01 	-4.914230e-01 	 -1.299100e+00 	-4.763410e-01 	 -1.529240e+00 	-4.914230e-01 	 -1.412210e+00 	-5.065020e-01 	 -1.018630e+00 	-4.914230e-01 	 -1.383060e+00 	-4.763410e-01 	 -1.412350e+00 	-4.914230e-01 	 -1.383960e+00 	-5.065020e-01 	 -1.020130e+00 	-4.914230e-01 	 -1.416350e+00 	-4.763410e-01 	 -1.537760e+00 	-4.914230e-01 	 -1.303200e+00 	-5.065020e-01 	 -8.158490e-01 	-4.914230e-01 	 -8.668560e-01 	-4.763410e-01 	 -7.475450e-01 	-4.914230e-01 	 -8.671460e-01 	 
-4.904520e-01 	 -8.676670e-01 	-5.055390e-01 	 -8.519870e-01 	-4.904520e-01 	 -1.322650e+00 	-4.753620e-01 	 -1.512630e+00 	-4.904520e-01 	 -1.441830e+00 	-5.055390e-01 	 -1.055880e+00 	-4.904520e-01 	 -1.408140e+00 	-4.753620e-01 	 -1.402230e+00 	-4.904520e-01 	 -1.409090e+00 	-5.055390e-01 	 -1.057540e+00 	-4.904520e-01 	 -1.446170e+00 	-4.753620e-01 	 -1.520850e+00 	-4.904520e-01 	 -1.326910e+00 	-5.055390e-01 	 -8.425310e-01 	-4.904520e-01 	 -8.674540e-01 	-4.753620e-01 	 -7.468310e-01 	-4.904520e-01 	 -8.676670e-01 	 
-4.894340e-01 	 -8.629290e-01 	-5.045290e-01 	 -8.753850e-01 	-4.894340e-01 	 -1.340890e+00 	-4.743370e-01 	 -1.498690e+00 	-4.894340e-01 	 -1.465970e+00 	-5.045290e-01 	 -1.089940e+00 	-4.894340e-01 	 -1.427530e+00 	-4.743370e-01 	 -1.394940e+00 	-4.894340e-01 	 -1.428570e+00 	-5.045290e-01 	 -1.091760e+00 	-4.894340e-01 	 -1.470500e+00 	-4.743370e-01 	 -1.506490e+00 	-4.894340e-01 	 -1.345330e+00 	-5.045290e-01 	 -8.656420e-01 	-4.894340e-01 	 -8.624270e-01 	-4.743370e-01 	 -7.461990e-01 	-4.894340e-01 	 -8.629290e-01 	 
-4.883650e-01 	 -8.536820e-01 	-5.034660e-01 	 -8.943940e-01 	-4.883650e-01 	 -1.354910e+00 	-4.732610e-01 	 -1.486940e+00 	-4.883650e-01 	 -1.485640e+00 	-5.034660e-01 	 -1.119920e+00 	-4.883650e-01 	 -1.442270e+00 	-4.732610e-01 	 -1.388160e+00 	-4.883650e-01 	 -1.443390e+00 	-5.034660e-01 	 -1.121910e+00 	-4.883650e-01 	 -1.490360e+00 	-4.732610e-01 	 -1.494330e+00 	-4.883650e-01 	 -1.359530e+00 	-5.034660e-01 	 -8.843340e-01 	-4.883650e-01 	 -8.531050e-01 	-4.732610e-01 	 -7.448230e-01 	-4.883650e-01 	 -8.536820e-01 	 
-4.872380e-01 	 -8.418280e-01 	-5.023440e-01 	 -9.115840e-01 	-4.872380e-01 	 -1.365980e+00 	-4.721290e-01 	 -1.479770e+00 	-4.872380e-01 	 -1.502110e+00 	-5.023440e-01 	 -1.148620e+00 	-4.872380e-01 	 -1.453600e+00 	-4.721290e-01 	 -1.384240e+00 	-4.872380e-01 	 -1.454820e+00 	-5.023440e-01 	 -1.150780e+00 	-4.872380e-01 	 -1.507030e+00 	-4.721290e-01 	 -1.486800e+00 	-4.872380e-01 	 -1.370760e+00 	-5.023440e-01 	 -9.011650e-01 	-4.872380e-01 	 -8.411020e-01 	-4.721290e-01 	 -7.453290e-01 	-4.872380e-01 	 -8.418280e-01 	 
-4.860490e-01 	 -8.269330e-01 	-5.011590e-01 	 -9.248150e-01 	-4.860490e-01 	 -1.372850e+00 	-4.709350e-01 	 -1.473290e+00 	-4.860490e-01 	 -1.514050e+00 	-5.011590e-01 	 -1.173900e+00 	-4.860490e-01 	 -1.460170e+00 	-4.709350e-01 	 -1.380440e+00 	-4.860490e-01 	 -1.461520e+00 	-5.011590e-01 	 -1.176240e+00 	-4.860490e-01 	 -1.519160e+00 	-4.709350e-01 	 -1.479870e+00 	-4.860490e-01 	 -1.377800e+00 	-5.011590e-01 	 -9.139850e-01 	-4.860490e-01 	 -8.260300e-01 	-4.709350e-01 	 -7.445240e-01 	-4.860490e-01 	 -8.269330e-01 	 
-4.847920e-01 	 -8.111300e-01 	-4.999050e-01 	 -9.353240e-01 	-4.847920e-01 	 -1.376970e+00 	-4.696740e-01 	 -1.468800e+00 	-4.847920e-01 	 -1.522840e+00 	-4.999050e-01 	 -1.197100e+00 	-4.847920e-01 	 -1.463490e+00 	-4.696740e-01 	 -1.378650e+00 	-4.847920e-01 	 -1.464950e+00 	-4.999050e-01 	 -1.199610e+00 	-4.847920e-01 	 -1.528140e+00 	-4.696740e-01 	 -1.474680e+00 	-4.847920e-01 	 -1.382110e+00 	-4.999050e-01 	 -9.240260e-01 	-4.847920e-01 	 -8.101470e-01 	-4.696740e-01 	 -7.445790e-01 	-4.847920e-01 	 -8.111300e-01 	 
-4.834620e-01 	 -7.953960e-01 	-4.985760e-01 	 -9.429210e-01 	-4.834620e-01 	 -1.378090e+00 	-4.683430e-01 	 -1.465900e+00 	-4.834620e-01 	 -1.528170e+00 	-4.985760e-01 	 -1.218150e+00 	-4.834620e-01 	 -1.463240e+00 	-4.683430e-01 	 -1.377730e+00 	-4.834620e-01 	 -1.464800e+00 	-4.985760e-01 	 -1.220850e+00 	-4.834620e-01 	 -1.533660e+00 	-4.683430e-01 	 -1.471060e+00 	-4.834620e-01 	 -1.383390e+00 	-4.985760e-01 	 -9.310920e-01 	-4.834620e-01 	 -7.942820e-01 	-4.683430e-01 	 -7.449520e-01 	-4.834620e-01 	 -7.953960e-01 	 
-4.820540e-01 	 -7.810960e-01 	-4.971690e-01 	 -9.470970e-01 	-4.820540e-01 	 -1.376490e+00 	-4.669350e-01 	 -1.463830e+00 	-4.820540e-01 	 -1.530250e+00 	-4.971690e-01 	 -1.236590e+00 	-4.820540e-01 	 -1.459490e+00 	-4.669350e-01 	 -1.376810e+00 	-4.820540e-01 	 -1.461180e+00 	-4.971690e-01 	 -1.239490e+00 	-4.820540e-01 	 -1.535960e+00 	-4.669350e-01 	 -1.468500e+00 	-4.820540e-01 	 -1.381940e+00 	-4.971690e-01 	 -9.346570e-01 	-4.820540e-01 	 -7.799750e-01 	-4.669350e-01 	 -7.454230e-01 	-4.820540e-01 	 -7.810960e-01 	 
-4.805650e-01 	 -7.697490e-01 	-4.956780e-01 	 -9.484780e-01 	-4.805650e-01 	 -1.373050e+00 	-4.654470e-01 	 -1.463070e+00 	-4.805650e-01 	 -1.529760e+00 	-4.956780e-01 	 -1.253180e+00 	-4.805650e-01 	 -1.453140e+00 	-4.654470e-01 	 -1.376790e+00 	-4.805650e-01 	 -1.454960e+00 	-4.956780e-01 	 -1.256280e+00 	-4.805650e-01 	 -1.535730e+00 	-4.654470e-01 	 -1.467270e+00 	-4.805650e-01 	 -1.378620e+00 	-4.956780e-01 	 -9.353470e-01 	-4.805650e-01 	 -7.686810e-01 	-4.654470e-01 	 -7.474840e-01 	-4.805650e-01 	 -7.697490e-01 	 
-4.789900e-01 	 -7.610810e-01 	-4.940990e-01 	 -9.466020e-01 	-4.789900e-01 	 -1.367760e+00 	-4.638750e-01 	 -1.462900e+00 	-4.789900e-01 	 -1.526590e+00 	-4.940990e-01 	 -1.267560e+00 	-4.789900e-01 	 -1.444380e+00 	-4.638750e-01 	 -1.376920e+00 	-4.789900e-01 	 -1.446340e+00 	-4.940990e-01 	 -1.270860e+00 	-4.789900e-01 	 -1.532780e+00 	-4.638750e-01 	 -1.466530e+00 	-4.789900e-01 	 -1.373430e+00 	-4.940990e-01 	 -9.326980e-01 	-4.789900e-01 	 -7.601040e-01 	-4.638750e-01 	 -7.505570e-01 	-4.789900e-01 	 -7.610810e-01 	 
-4.773240e-01 	 -7.547330e-01 	-4.924290e-01 	 -9.415200e-01 	-4.773240e-01 	 -1.361300e+00 	-4.622140e-01 	 -1.463720e+00 	-4.773240e-01 	 -1.521420e+00 	-4.924290e-01 	 -1.279810e+00 	-4.773240e-01 	 -1.434070e+00 	-4.622140e-01 	 -1.377540e+00 	-4.773240e-01 	 -1.436140e+00 	-4.924290e-01 	 -1.283320e+00 	-4.773240e-01 	 -1.527830e+00 	-4.622140e-01 	 -1.466680e+00 	-4.773240e-01 	 -1.367070e+00 	-4.924290e-01 	 -9.267700e-01 	-4.773240e-01 	 -7.539040e-01 	-4.622140e-01 	 -7.547030e-01 	-4.773240e-01 	 -7.547330e-01 	 
-4.755640e-01 	 -7.503150e-01 	-4.906630e-01 	 -9.334310e-01 	-4.755640e-01 	 -1.354290e+00 	-4.604600e-01 	 -1.465790e+00 	-4.755640e-01 	 -1.514840e+00 	-4.906630e-01 	 -1.290230e+00 	-4.755640e-01 	 -1.422880e+00 	-4.604600e-01 	 -1.378810e+00 	-4.755640e-01 	 -1.425040e+00 	-4.906630e-01 	 -1.293960e+00 	-4.755640e-01 	 -1.521480e+00 	-4.604600e-01 	 -1.468090e+00 	-4.755640e-01 	 -1.360120e+00 	-4.906630e-01 	 -9.177910e-01 	-4.755640e-01 	 -7.496330e-01 	-4.604600e-01 	 -7.594410e-01 	-4.755640e-01 	 -7.503150e-01 	 
-4.737070e-01 	 -7.475570e-01 	-4.887970e-01 	 -9.222050e-01 	-4.737070e-01 	 -1.347200e+00 	-4.586110e-01 	 -1.468700e+00 	-4.737070e-01 	 -1.507210e+00 	-4.887970e-01 	 -1.298670e+00 	-4.737070e-01 	 -1.411670e+00 	-4.586110e-01 	 -1.380250e+00 	-4.737070e-01 	 -1.413920e+00 	-4.887970e-01 	 -1.302600e+00 	-4.737070e-01 	 -1.514140e+00 	-4.586110e-01 	 -1.470590e+00 	-4.737070e-01 	 -1.353070e+00 	-4.887970e-01 	 -9.056820e-01 	-4.737070e-01 	 -7.471330e-01 	-4.586110e-01 	 -7.634830e-01 	-4.737070e-01 	 -7.475570e-01 	 
-4.717480e-01 	 -7.463860e-01 	-4.868280e-01 	 -9.082350e-01 	-4.717480e-01 	 -1.340790e+00 	-4.566620e-01 	 -1.472560e+00 	-4.717480e-01 	 -1.499270e+00 	-4.868280e-01 	 -1.305390e+00 	-4.717480e-01 	 -1.401780e+00 	-4.566620e-01 	 -1.382420e+00 	-4.717480e-01 	 -1.404100e+00 	-4.868280e-01 	 -1.309530e+00 	-4.717480e-01 	 -1.506430e+00 	-4.566620e-01 	 -1.474220e+00 	-4.717480e-01 	 -1.346700e+00 	-4.868280e-01 	 -8.909190e-01 	-4.717480e-01 	 -7.462700e-01 	-4.566620e-01 	 -7.666680e-01 	-4.717480e-01 	 -7.463860e-01 	 
-4.696840e-01 	 -7.464540e-01 	-4.847520e-01 	 -8.918320e-01 	-4.696840e-01 	 -1.335660e+00 	-4.546100e-01 	 -1.476920e+00 	-4.696840e-01 	 -1.491630e+00 	-4.847520e-01 	 -1.310480e+00 	-4.696840e-01 	 -1.394040e+00 	-4.546100e-01 	 -1.385050e+00 	-4.696840e-01 	 -1.396350e+00 	-4.847520e-01 	 -1.314800e+00 	-4.696840e-01 	 -1.499040e+00 	-4.546100e-01 	 -1.479040e+00 	-4.696840e-01 	 -1.341620e+00 	-4.847520e-01 	 -8.739710e-01 	-4.696840e-01 	 -7.464480e-01 	-4.546100e-01 	 -7.691090e-01 	-4.696840e-01 	 -7.464540e-01 	 
-4.675130e-01 	 -7.478740e-01 	-4.825660e-01 	 -8.737110e-01 	-4.675130e-01 	 -1.332480e+00 	-4.524530e-01 	 -1.481590e+00 	-4.675130e-01 	 -1.484980e+00 	-4.825660e-01 	 -1.314050e+00 	-4.675130e-01 	 -1.388670e+00 	-4.524530e-01 	 -1.387800e+00 	-4.675130e-01 	 -1.390900e+00 	-4.825660e-01 	 -1.318550e+00 	-4.675130e-01 	 -1.492700e+00 	-4.524530e-01 	 -1.484520e+00 	-4.675130e-01 	 -1.338260e+00 	-4.825660e-01 	 -8.557410e-01 	-4.675130e-01 	 -7.476330e-01 	-4.524530e-01 	 -7.713740e-01 	-4.675130e-01 	 -7.478740e-01 	 
-4.652310e-01 	 -7.508830e-01 	-4.802680e-01 	 -8.548600e-01 	-4.652310e-01 	 -1.331810e+00 	-4.501870e-01 	 -1.486900e+00 	-4.652310e-01 	 -1.479770e+00 	-4.802680e-01 	 -1.316330e+00 	-4.652310e-01 	 -1.385390e+00 	-4.501870e-01 	 -1.390460e+00 	-4.652310e-01 	 -1.387460e+00 	-4.802680e-01 	 -1.320990e+00 	-4.652310e-01 	 -1.487800e+00 	-4.501870e-01 	 -1.490190e+00 	-4.652310e-01 	 -1.337730e+00 	-4.802680e-01 	 -8.374450e-01 	-4.652310e-01 	 -7.503080e-01 	-4.501870e-01 	 -7.741000e-01 	-4.652310e-01 	 -7.508830e-01 	 
-4.628350e-01 	 -7.553190e-01 	-4.778530e-01 	 -8.365980e-01 	-4.628350e-01 	 -1.334530e+00 	-4.478100e-01 	 -1.492720e+00 	-4.628350e-01 	 -1.475980e+00 	-4.778530e-01 	 -1.317460e+00 	-4.628350e-01 	 -1.383730e+00 	-4.478100e-01 	 -1.392740e+00 	-4.628350e-01 	 -1.385510e+00 	-4.778530e-01 	 -1.322220e+00 	-4.628350e-01 	 -1.484150e+00 	-4.478100e-01 	 -1.495390e+00 	-4.628350e-01 	 -1.340650e+00 	-4.778530e-01 	 -8.204960e-01 	-4.628350e-01 	 -7.550080e-01 	-4.478100e-01 	 -7.772940e-01 	-4.628350e-01 	 -7.553190e-01 	 
-4.603240e-01 	 -7.604500e-01 	-4.753210e-01 	 -8.206120e-01 	-4.603240e-01 	 -1.341350e+00 	-4.453190e-01 	 -1.497440e+00 	-4.603240e-01 	 -1.473310e+00 	-4.753210e-01 	 -1.317620e+00 	-4.603240e-01 	 -1.383280e+00 	-4.453190e-01 	 -1.395130e+00 	-4.603240e-01 	 -1.384580e+00 	-4.753210e-01 	 -1.322450e+00 	-4.603240e-01 	 -1.481220e+00 	-4.453190e-01 	 -1.498700e+00 	-4.603240e-01 	 -1.346700e+00 	-4.753210e-01 	 -8.066040e-01 	-4.603240e-01 	 -7.613910e-01 	-4.453190e-01 	 -7.807410e-01 	-4.603240e-01 	 -7.604500e-01 	 
-4.576930e-01 	 -7.657260e-01 	-4.726680e-01 	 -8.078730e-01 	-4.576930e-01 	 -1.352410e+00 	-4.427110e-01 	 -1.501180e+00 	-4.576930e-01 	 -1.470950e+00 	-4.726680e-01 	 -1.317040e+00 	-4.576930e-01 	 -1.383610e+00 	-4.427110e-01 	 -1.397800e+00 	-4.576930e-01 	 -1.384180e+00 	-4.726680e-01 	 -1.321800e+00 	-4.576930e-01 	 -1.478310e+00 	-4.427110e-01 	 -1.502640e+00 	-4.576930e-01 	 -1.357650e+00 	-4.726680e-01 	 -7.962870e-01 	-4.576930e-01 	 -7.681720e-01 	-4.427110e-01 	 -7.845410e-01 	-4.576930e-01 	 -7.657260e-01 	 
-4.549420e-01 	 -7.710660e-01 	-4.698910e-01 	 -7.989870e-01 	-4.549420e-01 	 -1.368420e+00 	-4.399850e-01 	 -1.505230e+00 	-4.549420e-01 	 -1.468190e+00 	-4.698910e-01 	 -1.315820e+00 	-4.549420e-01 	 -1.384440e+00 	-4.399850e-01 	 -1.400350e+00 	-4.549420e-01 	 -1.384180e+00 	-4.698910e-01 	 -1.320460e+00 	-4.549420e-01 	 -1.473950e+00 	-4.399850e-01 	 -1.507320e+00 	-4.549420e-01 	 -1.374350e+00 	-4.698910e-01 	 -7.891430e-01 	-4.549420e-01 	 -7.743250e-01 	-4.399850e-01 	 -7.883720e-01 	-4.549420e-01 	 -7.710660e-01 	 
-4.520680e-01 	 -7.760100e-01 	-4.669900e-01 	 -7.939650e-01 	-4.520680e-01 	 -1.388590e+00 	-4.371380e-01 	 -1.510190e+00 	-4.520680e-01 	 -1.464660e+00 	-4.669900e-01 	 -1.314130e+00 	-4.520680e-01 	 -1.385850e+00 	-4.371380e-01 	 -1.403000e+00 	-4.520680e-01 	 -1.384610e+00 	-4.669900e-01 	 -1.318500e+00 	-4.520680e-01 	 -1.467650e+00 	-4.371380e-01 	 -1.510620e+00 	-4.520680e-01 	 -1.392420e+00 	-4.669900e-01 	 -7.855860e-01 	-4.520680e-01 	 -7.800790e-01 	-4.371380e-01 	 -7.918540e-01 	-4.520680e-01 	 -7.760100e-01 	 
-4.490690e-01 	 -7.802180e-01 	-4.639610e-01 	 -7.916230e-01 	-4.490690e-01 	 -1.410560e+00 	-4.341690e-01 	 -1.517590e+00 	-4.490690e-01 	 -1.459260e+00 	-4.639610e-01 	 -1.312140e+00 	-4.490690e-01 	 -1.387440e+00 	-4.341690e-01 	 -1.406000e+00 	-4.490690e-01 	 -1.385430e+00 	-4.639610e-01 	 -1.315950e+00 	-4.490690e-01 	 -1.459460e+00 	-4.341690e-01 	 -1.518020e+00 	-4.490690e-01 	 -1.408650e+00 	-4.639610e-01 	 -7.849320e-01 	-4.490690e-01 	 -7.858910e-01 	-4.341690e-01 	 -7.956280e-01 	-4.490690e-01 	 -7.802180e-01 	 
