x0	Cl	x1	Cd	
27.08311 	 0.54956 	27.08311 	 0.27451 	 
27.23966 	 0.54996 	27.23966 	 0.27442 	 
27.39621 	 0.55195 	27.39621 	 0.27563 	 
27.55276 	 0.55454 	27.55276 	 0.27651 	 
27.70931 	 0.55524 	27.70931 	 0.27624 	 
27.86586 	 0.55412 	27.86586 	 0.27408 	 
28.02241 	 0.55541 	28.02241 	 0.27293 	 
28.17896 	 0.55657 	28.17896 	 0.27194 	 
28.33551 	 0.55788 	28.33551 	 0.27145 	 
28.49206 	 0.56168 	28.49206 	 0.27229 	 
28.64861 	 0.56814 	28.64861 	 0.27368 	 
28.80516 	 0.57121 	28.80516 	 0.27383 	 
28.96171 	 0.57401 	28.96171 	 0.27354 	 
29.11826 	 0.57502 	29.11826 	 0.27386 	 
29.27481 	 0.57614 	29.27481 	 0.27311 	 
29.43136 	 0.57523 	29.43136 	 0.27035 	 
29.58791 	 0.57481 	29.58791 	 0.26769 	 
29.74446 	 0.57325 	29.74446 	 0.26533 	 
29.90101 	 0.57187 	29.90101 	 0.26233 	 
30.05755 	 0.56916 	30.05755 	 0.25825 	 
30.21410 	 0.56469 	30.21410 	 0.25327 	 
30.37065 	 0.56337 	30.37065 	 0.24991 	 
30.52720 	 0.56303 	30.52720 	 0.24710 	 
30.68375 	 0.56520 	30.68375 	 0.24585 	 
30.84030 	 0.56879 	30.84030 	 0.24501 	 
30.99685 	 0.57189 	30.99685 	 0.24433 	 
31.15340 	 0.57558 	31.15340 	 0.24423 	 
31.30995 	 0.57891 	31.30995 	 0.24441 	 
31.46650 	 0.58282 	31.46650 	 0.24493 	 
31.62305 	 0.58489 	31.62305 	 0.24551 	 
31.77960 	 0.58940 	31.77960 	 0.24751 	 
31.93615 	 0.59526 	31.93615 	 0.24968 	 
32.09270 	 0.60157 	32.09270 	 0.25262 	 
32.24925 	 0.60732 	32.24925 	 0.25544 	 
32.40580 	 0.61229 	32.40580 	 0.25730 	 
32.56235 	 0.61620 	32.56235 	 0.25821 	 
32.71890 	 0.62074 	32.71890 	 0.25980 	 
32.87545 	 0.62504 	32.87545 	 0.26075 	 
33.03200 	 0.63038 	33.03200 	 0.26396 	 
33.18855 	 0.63464 	33.18855 	 0.26550 	 
33.34510 	 0.63873 	33.34510 	 0.26679 	 
33.50165 	 0.64031 	33.50165 	 0.26709 	 
33.65820 	 0.64046 	33.65820 	 0.26804 	 
33.81475 	 0.63874 	33.81475 	 0.26828 	 
33.97130 	 0.64253 	33.97130 	 0.27095 	 
34.12785 	 0.64740 	34.12785 	 0.27462 	 
34.28440 	 0.65176 	34.28440 	 0.27749 	 
34.44095 	 0.65371 	34.44095 	 0.27864 	 
34.59750 	 0.65483 	34.59750 	 0.28003 	 
34.75405 	 0.65757 	34.75405 	 0.28187 	 
34.91060 	 0.66120 	34.91060 	 0.28353 	 
35.06715 	 0.66320 	35.06715 	 0.28465 	 
35.22370 	 0.66640 	35.22370 	 0.28661 	 
35.38025 	 0.66763 	35.38025 	 0.28750 	 
35.53680 	 0.66998 	35.53680 	 0.28815 	 
35.69335 	 0.66933 	35.69335 	 0.28764 	 
35.84990 	 0.66934 	35.84990 	 0.28635 	 
36.00645 	 0.66604 	36.00645 	 0.28439 	 
36.16300 	 0.66101 	36.16300 	 0.28009 	 
36.31955 	 0.65443 	36.31955 	 0.27650 	 
36.47610 	 0.65001 	36.47610 	 0.27429 	 
36.63265 	 0.64490 	36.63265 	 0.27262 	 
36.78919 	 0.63887 	36.78919 	 0.27000 	 
36.94574 	 0.63447 	36.94574 	 0.26785 	 
37.10229 	 0.63271 	37.10229 	 0.26737 	 
37.25884 	 0.63134 	37.25884 	 0.26719 	 
37.41539 	 0.63378 	37.41539 	 0.26899 	 
37.57194 	 0.63474 	37.57194 	 0.27065 	 
37.72849 	 0.63277 	37.72849 	 0.27050 	 
37.88504 	 0.63159 	37.88504 	 0.27194 	 
38.04159 	 0.63210 	38.04159 	 0.27303 	 
38.19814 	 0.63487 	38.19814 	 0.27539 	 
38.35469 	 0.63553 	38.35469 	 0.27686 	 
38.51124 	 0.63833 	38.51124 	 0.27981 	 
38.66779 	 0.63900 	38.66779 	 0.28213 	 
38.82434 	 0.64237 	38.82434 	 0.28576 	 
38.98089 	 0.64202 	38.98089 	 0.28739 	 
39.13744 	 0.64249 	39.13744 	 0.28982 	 
39.29399 	 0.64112 	39.29399 	 0.29079 	 
39.45054 	 0.64333 	39.45054 	 0.29253 	 
39.60709 	 0.64495 	39.60709 	 0.29436 	 
39.76364 	 0.64580 	39.76364 	 0.29617 	 
39.92019 	 0.64539 	39.92019 	 0.29651 	 
40.07674 	 0.64538 	40.07674 	 0.29715 	 
40.23329 	 0.64684 	40.23329 	 0.29850 	 
40.38984 	 0.64476 	40.38984 	 0.29735 	 
40.54639 	 0.64342 	40.54639 	 0.29626 	 
40.70294 	 0.64321 	40.70294 	 0.29610 	 
40.85949 	 0.64111 	40.85949 	 0.29474 	 
41.01604 	 0.63732 	41.01604 	 0.29291 	 
41.17259 	 0.63164 	41.17259 	 0.28913 	 
41.32914 	 0.62519 	41.32914 	 0.28493 	 
41.48569 	 0.61964 	41.48569 	 0.28071 	 
41.64224 	 0.61570 	41.64224 	 0.27880 	 
41.79879 	 0.61178 	41.79879 	 0.27669 	 
41.95534 	 0.60425 	41.95534 	 0.27290 	 
42.11189 	 0.60189 	42.11189 	 0.27112 	 
42.26844 	 0.59629 	42.26844 	 0.26988 	 
42.42499 	 0.59117 	42.42499 	 0.26804 	 
42.58154 	 0.58800 	42.58154 	 0.26578 	 
42.73809 	 0.58449 	42.73809 	 0.26322 	 
42.89464 	 0.57857 	42.89464 	 0.25993 	 
43.05119 	 0.57638 	43.05119 	 0.25855 	 
43.20774 	 0.57139 	43.20774 	 0.25640 	 
43.36428 	 0.56499 	43.36428 	 0.25358 	 
43.52083 	 0.55978 	43.52083 	 0.25166 	 
43.67738 	 0.55608 	43.67738 	 0.25031 	 
43.83393 	 0.55340 	43.83393 	 0.24953 	 
43.99048 	 0.55226 	43.99048 	 0.24882 	 
44.14703 	 0.55216 	44.14703 	 0.24863 	 
44.30358 	 0.55143 	44.30358 	 0.24758 	 
44.46013 	 0.55148 	44.46013 	 0.24673 	 
44.61668 	 0.55314 	44.61668 	 0.24739 	 
44.77323 	 0.55710 	44.77323 	 0.24912 	 
44.92978 	 0.56142 	44.92978 	 0.25130 	 
45.08633 	 0.56463 	45.08633 	 0.25296 	 
45.24288 	 0.56751 	45.24288 	 0.25278 	 
45.39943 	 0.57031 	45.39943 	 0.25303 	 
45.55598 	 0.57524 	45.55598 	 0.25491 	 
45.71253 	 0.57870 	45.71253 	 0.25710 	 
45.86908 	 0.58442 	45.86908 	 0.25989 	 
46.02563 	 0.59101 	46.02563 	 0.26337 	 
46.18218 	 0.59553 	46.18218 	 0.26598 	 
46.33873 	 0.60135 	46.33873 	 0.26851 	 
46.49528 	 0.60517 	46.49528 	 0.27030 	 
46.65183 	 0.60587 	46.65183 	 0.27015 	 
46.80838 	 0.60757 	46.80838 	 0.27010 	 
46.96493 	 0.60875 	46.96493 	 0.26991 	 
47.12148 	 0.60947 	47.12148 	 0.27004 	 
47.27803 	 0.61154 	47.27803 	 0.27027 	 
47.43458 	 0.61220 	47.43458 	 0.27026 	 
47.59113 	 0.61384 	47.59113 	 0.27089 	 
47.74768 	 0.61626 	47.74768 	 0.27202 	 
47.90423 	 0.61884 	47.90423 	 0.27336 	 
48.06078 	 0.62120 	48.06078 	 0.27449 	 
48.21733 	 0.62173 	48.21733 	 0.27515 	 
48.37388 	 0.62462 	48.37388 	 0.27722 	 
48.53043 	 0.62978 	48.53043 	 0.28000 	 
48.68698 	 0.63331 	48.68698 	 0.28189 	 
48.84353 	 0.63554 	48.84353 	 0.28270 	 
49.00008 	 0.63609 	49.00008 	 0.28299 	 
49.15663 	 0.64049 	49.15663 	 0.28456 	 
49.31318 	 0.64416 	49.31318 	 0.28657 	 
49.46973 	 0.64315 	49.46973 	 0.28776 	 
49.62628 	 0.64525 	49.62628 	 0.28992 	 
49.78283 	 0.64802 	49.78283 	 0.29215 	 
49.93938 	 0.65169 	49.93938 	 0.29461 	 
50.09592 	 0.65313 	50.09592 	 0.29545 	 
50.25247 	 0.65431 	50.25247 	 0.29559 	 
50.40902 	 0.65194 	50.40902 	 0.29548 	 
50.56557 	 0.65170 	50.56557 	 0.29593 	 
50.72212 	 0.65227 	50.72212 	 0.29814 	 
50.87867 	 0.65391 	50.87867 	 0.30013 	 
51.03522 	 0.65162 	51.03522 	 0.30017 	 
51.19177 	 0.65173 	51.19177 	 0.30109 	 
51.34832 	 0.65223 	51.34832 	 0.30189 	 
51.50487 	 0.65189 	51.50487 	 0.30164 	 
51.66142 	 0.64771 	51.66142 	 0.29953 	 
51.81797 	 0.64276 	51.81797 	 0.29740 	 
51.97452 	 0.64369 	51.97452 	 0.29744 	 
52.13107 	 0.64167 	52.13107 	 0.29690 	 
52.28762 	 0.63510 	52.28762 	 0.29354 	 
52.44417 	 0.62978 	52.44417 	 0.29182 	 
52.60072 	 0.62478 	52.60072 	 0.28959 	 
52.75727 	 0.61880 	52.75727 	 0.28675 	 
52.91382 	 0.61526 	52.91382 	 0.28420 	 
53.07037 	 0.60958 	53.07037 	 0.28138 	 
53.22692 	 0.60476 	53.22692 	 0.27876 	 
53.38347 	 0.60032 	53.38347 	 0.27633 	 
53.54002 	 0.59789 	53.54002 	 0.27615 	 
53.69657 	 0.59616 	53.69657 	 0.27595 	 
53.85312 	 0.59466 	53.85312 	 0.27533 	 
54.00967 	 0.59013 	54.00967 	 0.27331 	 
54.16622 	 0.58922 	54.16622 	 0.27277 	 
54.32277 	 0.58834 	54.32277 	 0.27188 	 
54.47932 	 0.58783 	54.47932 	 0.27096 	 
54.63587 	 0.58580 	54.63587 	 0.26947 	 
54.79242 	 0.58457 	54.79242 	 0.26859 	 
54.94897 	 0.58221 	54.94897 	 0.26612 	 
55.10552 	 0.58090 	55.10552 	 0.26367 	 
55.26207 	 0.57885 	55.26207 	 0.26101 	 
55.41862 	 0.57589 	55.41862 	 0.25968 	 
55.57517 	 0.57584 	55.57517 	 0.25907 	 
55.73172 	 0.57550 	55.73172 	 0.25767 	 
55.88827 	 0.57508 	55.88827 	 0.25652 	 
56.04482 	 0.57338 	56.04482 	 0.25505 	 
56.20137 	 0.57281 	56.20137 	 0.25414 	 
56.35792 	 0.56999 	56.35792 	 0.25200 	 
56.51447 	 0.57006 	56.51447 	 0.25136 	 
56.67101 	 0.56638 	56.67101 	 0.24896 	 
56.82756 	 0.56535 	56.82756 	 0.24795 	 
56.98411 	 0.56625 	56.98411 	 0.24865 	 
57.14066 	 0.56739 	57.14066 	 0.24960 	 
57.29721 	 0.56966 	57.29721 	 0.25086 	 
57.45376 	 0.56962 	57.45376 	 0.25142 	 
57.61031 	 0.57019 	57.61031 	 0.25154 	 
57.76686 	 0.56995 	57.76686 	 0.25298 	 
57.92341 	 0.57404 	57.92341 	 0.25483 	 
58.07996 	 0.57864 	58.07996 	 0.25718 	 
58.23651 	 0.58141 	58.23651 	 0.25799 	 
58.39306 	 0.58447 	58.39306 	 0.25924 	 
58.54961 	 0.58907 	58.54961 	 0.26134 	 
58.70616 	 0.59385 	58.70616 	 0.26351 	 
58.86271 	 0.59801 	58.86271 	 0.26522 	 
59.01926 	 0.60268 	59.01926 	 0.26697 	 
59.17581 	 0.60571 	59.17581 	 0.26877 	 
59.33236 	 0.60860 	59.33236 	 0.27035 	 
59.48891 	 0.61270 	59.48891 	 0.27151 	 
59.64546 	 0.61434 	59.64546 	 0.27248 	 
59.80201 	 0.61588 	59.80201 	 0.27304 	 
59.95856 	 0.61731 	59.95856 	 0.27419 	 
60.11511 	 0.61774 	60.11511 	 0.27590 	 
60.27166 	 0.61943 	60.27166 	 0.27825 	 
60.42821 	 0.61928 	60.42821 	 0.27902 	 
60.58476 	 0.62090 	60.58476 	 0.28028 	 
60.74131 	 0.62198 	60.74131 	 0.28261 	 
60.89786 	 0.62488 	60.89786 	 0.28574 	 
61.05441 	 0.62468 	61.05441 	 0.28719 	 
61.21096 	 0.62472 	61.21096 	 0.28732 	 
61.36751 	 0.62385 	61.36751 	 0.28750 	 
61.52406 	 0.62607 	61.52406 	 0.28816 	 
61.68061 	 0.62614 	61.68061 	 0.28812 	 
61.83716 	 0.62526 	61.83716 	 0.28786 	 
61.99371 	 0.62117 	61.99371 	 0.28735 	 
62.15026 	 0.61607 	62.15026 	 0.28669 	 
62.30681 	 0.61129 	62.30681 	 0.28565 	 
62.46336 	 0.60592 	62.46336 	 0.28407 	 
62.61991 	 0.59903 	62.61991 	 0.28143 	 
62.77646 	 0.59294 	62.77646 	 0.27858 	 
62.93301 	 0.58643 	62.93301 	 0.27559 	 
63.08956 	 0.58311 	63.08956 	 0.27373 	 
63.24611 	 0.57891 	63.24611 	 0.27249 	 
63.40265 	 0.57478 	63.40265 	 0.27063 	 
63.55920 	 0.57147 	63.55920 	 0.26868 	 
63.71575 	 0.56975 	63.71575 	 0.26682 	 
63.87230 	 0.56607 	63.87230 	 0.26431 	 
64.02885 	 0.56427 	64.02885 	 0.26256 	 
64.18540 	 0.56177 	64.18540 	 0.26077 	 
64.34195 	 0.56070 	64.34195 	 0.25932 	 
64.49850 	 0.55866 	64.49850 	 0.25863 	 
64.65505 	 0.55793 	64.65505 	 0.25779 	 
64.81160 	 0.55266 	64.81160 	 0.25523 	 
64.96815 	 0.54848 	64.96815 	 0.25274 	 
65.12470 	 0.54651 	65.12470 	 0.25152 	 
65.28125 	 0.54480 	65.28125 	 0.25182 	 
65.43780 	 0.54261 	65.43780 	 0.25123 	 
65.59435 	 0.54036 	65.59435 	 0.25026 	 
65.75090 	 0.53842 	65.75090 	 0.24962 	 
65.90745 	 0.53832 	65.90745 	 0.24975 	 
66.06400 	 0.53989 	66.06400 	 0.24986 	 
66.22055 	 0.54232 	66.22055 	 0.24979 	 
66.37710 	 0.54422 	66.37710 	 0.24984 	 
66.53365 	 0.54696 	66.53365 	 0.25118 	 
66.69020 	 0.55019 	66.69020 	 0.25239 	 
66.84675 	 0.55020 	66.84675 	 0.25205 	 
67.00330 	 0.55073 	67.00330 	 0.25244 	 
67.15985 	 0.55283 	67.15985 	 0.25412 	 
67.31640 	 0.55369 	67.31640 	 0.25539 	 
67.47295 	 0.55234 	67.47295 	 0.25481 	 
67.62950 	 0.54971 	67.62950 	 0.25458 	 
67.78605 	 0.54874 	67.78605 	 0.25615 	 
67.94260 	 0.54937 	67.94260 	 0.25814 	 
68.09915 	 0.55014 	68.09915 	 0.25954 	 
68.25570 	 0.55106 	68.25570 	 0.26137 	 
68.41225 	 0.55316 	68.41225 	 0.26370 	 
68.56880 	 0.55376 	68.56880 	 0.26464 	 
68.72535 	 0.55427 	68.72535 	 0.26591 	 
68.88190 	 0.55557 	68.88190 	 0.26686 	 
69.03845 	 0.55604 	69.03845 	 0.26706 	 
69.19500 	 0.55756 	69.19500 	 0.26733 	 
69.35155 	 0.55868 	69.35155 	 0.26697 	 
69.50810 	 0.55696 	69.50810 	 0.26623 	 
69.66465 	 0.56012 	69.66465 	 0.26765 	 
69.82120 	 0.56296 	69.82120 	 0.26865 	 
69.97775 	 0.56502 	69.97775 	 0.26844 	 
70.13429 	 0.56601 	70.13429 	 0.26778 	 
70.29084 	 0.56885 	70.29084 	 0.26795 	 
70.44739 	 0.57014 	70.44739 	 0.26790 	 
70.60394 	 0.57259 	70.60394 	 0.26877 	 
70.76049 	 0.57753 	70.76049 	 0.27068 	 
70.91704 	 0.58168 	70.91704 	 0.27148 	 
71.07359 	 0.58470 	71.07359 	 0.27205 	 
71.23014 	 0.58759 	71.23014 	 0.27205 	 
71.38669 	 0.59024 	71.38669 	 0.27234 	 
71.54324 	 0.59040 	71.54324 	 0.27024 	 
71.69979 	 0.59083 	71.69979 	 0.26838 	 
71.85634 	 0.58949 	71.85634 	 0.26665 	 
72.01289 	 0.58779 	72.01289 	 0.26549 	 
72.16944 	 0.58634 	72.16944 	 0.26511 	 
72.32599 	 0.58650 	72.32599 	 0.26506 	 
72.48254 	 0.58270 	72.48254 	 0.26296 	 
72.63909 	 0.58239 	72.63909 	 0.26198 	 
72.79564 	 0.58286 	72.79564 	 0.26146 	 
72.95219 	 0.58643 	72.95219 	 0.26238 	 
73.10874 	 0.59054 	73.10874 	 0.26402 	 
73.26529 	 0.59692 	73.26529 	 0.26693 	 
73.42184 	 0.59982 	73.42184 	 0.26844 	 
73.57839 	 0.60340 	73.57839 	 0.26922 	 
73.73494 	 0.60863 	73.73494 	 0.27100 	 
73.89149 	 0.61099 	73.89149 	 0.27269 	 
74.04804 	 0.61298 	74.04804 	 0.27367 	 
74.20459 	 0.61315 	74.20459 	 0.27306 	 
74.36114 	 0.61301 	74.36114 	 0.27235 	 
74.51769 	 0.61385 	74.51769 	 0.27315 	 
74.67424 	 0.61518 	74.67424 	 0.27426 	 
74.83079 	 0.61740 	74.83079 	 0.27574 	 
74.98734 	 0.61811 	74.98734 	 0.27603 	 
75.14389 	 0.61394 	75.14389 	 0.27470 	 
75.30044 	 0.61058 	75.30044 	 0.27347 	 
75.45699 	 0.61034 	75.45699 	 0.27339 	 
75.61354 	 0.60894 	75.61354 	 0.27306 	 
75.77009 	 0.60775 	75.77009 	 0.27342 	 
75.92664 	 0.60726 	75.92664 	 0.27416 	 
76.08319 	 0.60660 	76.08319 	 0.27451 	 
76.23974 	 0.60520 	76.23974 	 0.27411 	 
76.39629 	 0.60258 	76.39629 	 0.27291 	 
76.55284 	 0.59949 	76.55284 	 0.27123 	 
76.70938 	 0.59674 	76.70938 	 0.27055 	 
76.86593 	 0.59267 	76.86593 	 0.26902 	 
77.02248 	 0.58966 	77.02248 	 0.26831 	 
77.17903 	 0.58657 	77.17903 	 0.26688 	 
77.33558 	 0.58356 	77.33558 	 0.26647 	 
77.49213 	 0.58124 	77.49213 	 0.26627 	 
77.64868 	 0.57726 	77.64868 	 0.26456 	 
77.80523 	 0.57524 	77.80523 	 0.26433 	 
